age,gender,college_tier,branch,degree,cgpa,backlog_history,attendance_percentage,DSA_problems_solved,GitHub_repos,internships_completed,resume_score,communication_skills,aptitude_score,hackathons_participated,primary_language,placement_status,company_type
24,Female,1,CSE,B.Tech,7.55,1,92,147,0,1,93,62,52,0,C++,Placed,Service Based
24,Female,1,AI&DS,B.Tech,7.58,0,76.4,204,2,0,73,50,65,2,Python,Placed,Service Based
23,Male,1,IT,B.Tech,8.06,0,78,240,2,1,100,73,100,1,Python,Placed,Product Based
23,Female,3,EEE,B.Tech,8.2,0,98,129,0,0,95,66,86,1,C++,Placed,Service Based
22,Female,1,CSE,B.Tech,8.16,1,71.8,219,6,0,100,60,78,0,Python,Placed,Product Based
21,Female,3,ECE,B.Tech,7.03,1,75,305,4,0,100,60,97,3,C++,Placed,Product Based
22,Male,2,EEE,B.Tech,7.32,0,69.9,262,2,0,82,80,73,1,C++,Placed,Service Based
23,Female,2,MECH,B.Tech,7.75,0,87.6,213,4,1,86,68,77,1,C++,Placed,Product Based
21,Male,3,ECE,B.Tech,8.5,0,80.7,174,2,0,100,63,59,2,Java,Placed,Product Based
22,Male,3,MECH,B.Tech,7.88,0,77.5,191,4,0,94,61,77,0,Python,Placed,Service Based
20,Female,2,EEE,B.Tech,8.14,0,87.5,108,5,1,99,52,57,0,C++,Placed,Service Based
21,Male,1,CSE,B.Tech,8.35,0,91.1,259,4,1,89,52,100,1,Python,Placed,Service Based
22,Male,3,CSE,B.Tech,9.17,1,77,337,2,1,84,60,73,2,C++,Placed,Product Based
20,Male,2,CSE,B.Tech,7.9,0,77.5,274,0,0,79,69,77,0,C++,Placed,Product Based
22,Male,2,EEE,B.Tech,6.99,0,81.7,108,1,1,88,47,66,1,Java,Placed,Service Based
20,Male,3,ECE,B.Tech,7.82,0,80.1,154,5,0,92,73,82,2,Python,Placed,Service Based
22,Female,3,AI&DS,B.Tech,7.49,0,65.8,162,3,1,79,63,69,2,C++,Placed,Product Based
20,Female,1,AI&DS,B.Tech,8.79,0,73.3,338,3,2,100,65,100,2,C++,Placed,Product Based
22,Female,2,MECH,B.Tech,7.35,0,73.2,122,0,0,92,77,81,0,Java,Placed,Service Based
20,Female,1,CSE,B.Tech,8.18,0,76.2,240,2,0,78,60,77,2,C++,Placed,Product Based
22,Male,2,MECH,B.Tech,6.19,1,71.3,90,0,0,73,89,62,1,Python,Not Placed,Not Placed
21,Male,2,EEE,B.Tech,7.14,1,87.3,115,2,0,82,47,61,1,C++,Placed,Service Based
20,Female,1,CSE,B.Tech,7.09,0,85.9,90,4,0,91,60,81,0,Python,Placed,Service Based
20,Male,3,AI&DS,B.Tech,6.96,2,80.9,153,0,0,81,63,59,0,Java,Not Placed,Not Placed
22,Female,1,CSE,B.Tech,7.89,0,77.3,294,5,2,98,52,78,2,Python,Placed,Product Based
24,Male,2,EEE,B.Tech,7.31,0,81,129,0,0,94,50,77,2,Python,Not Placed,Not Placed
20,Male,1,AI&DS,B.Tech,7.99,0,84.3,283,0,1,98,73,67,2,C++,Placed,Product Based
24,Male,3,AI&DS,B.Tech,6.56,0,84.2,129,5,1,80,76,54,0,Python,Placed,Service Based
23,Male,3,EEE,B.Tech,7.04,1,74.9,249,3,0,92,41,95,1,Java,Placed,Product Based
22,Male,2,IT,B.Tech,6.93,1,73.7,229,6,0,75,50,80,1,Java,Not Placed,Not Placed
23,Female,1,ECE,B.Tech,7.4,0,86.7,312,1,0,89,83,99,1,Python,Placed,Product Based
21,Female,3,AI&DS,B.Tech,9.05,0,82.1,411,2,2,100,70,100,2,C++,Placed,Product Based
22,Male,1,ECE,B.Tech,7.97,1,79.3,176,4,3,86,53,64,1,Python,Placed,Product Based
20,Female,3,IT,B.Tech,7.8,0,74.2,152,0,0,97,56,79,2,Java,Placed,Product Based
22,Female,3,AI&DS,B.Tech,7.76,0,75,133,2,1,90,70,57,2,Java,Placed,Product Based
24,Female,2,CSE,B.Tech,8.4,0,89,273,3,2,89,52,80,1,Java,Placed,Product Based
20,Female,1,EEE,B.Tech,7.96,1,79.6,140,3,0,100,40,82,2,Python,Placed,Service Based
20,Female,3,MECH,B.Tech,8.08,0,90.3,120,3,2,98,65,69,1,Java,Placed,Product Based
20,Female,2,IT,B.Tech,8.46,0,80.7,367,2,1,97,71,91,2,Java,Placed,Product Based
23,Male,1,ECE,B.Tech,6.82,3,95.5,105,0,0,83,62,65,1,Java,Not Placed,Not Placed
24,Male,3,CSE,B.Tech,8.93,0,77.4,320,3,2,100,78,90,2,Python,Placed,Product Based
23,Male,2,MECH,B.Tech,7.34,0,91.7,51,0,2,82,83,74,1,Python,Placed,Service Based
23,Female,2,CSE,B.Tech,7.8,0,70,167,2,0,81,80,60,2,Java,Placed,Service Based
24,Female,2,IT,B.Tech,6.62,1,79.2,116,1,0,85,78,79,1,Python,Not Placed,Not Placed
22,Male,2,AI&DS,B.Tech,8.15,0,85.7,210,1,2,100,86,69,0,Java,Placed,Product Based
23,Male,3,MECH,B.Tech,6.52,1,72,157,1,0,76,79,88,2,Python,Placed,Service Based
23,Male,2,EEE,B.Tech,8.67,0,71.4,190,3,2,100,48,70,2,Python,Placed,Product Based
21,Male,3,ECE,B.Tech,8.08,1,84.5,171,3,1,87,62,62,0,Python,Placed,Product Based
24,Female,2,MECH,B.Tech,8.86,0,76.8,353,4,2,89,60,99,1,C++,Placed,Product Based
23,Female,1,MECH,B.Tech,7.56,0,85.1,77,2,0,93,70,49,0,Python,Placed,Service Based
21,Female,3,AI&DS,B.Tech,7.82,0,89.7,275,7,2,81,75,96,1,Python,Placed,Product Based
24,Male,3,MECH,B.Tech,6.88,0,72,143,2,0,83,69,65,2,C++,Placed,Service Based
21,Female,1,MECH,B.Tech,7.06,0,79.4,58,0,0,84,73,44,1,Java,Placed,Service Based
20,Male,2,CSE,B.Tech,6.19,0,81.6,43,3,0,79,65,54,1,Java,Not Placed,Not Placed
24,Female,3,CSE,B.Tech,7.7,0,79.9,232,1,0,94,67,71,3,C++,Placed,Service Based
23,Female,1,EEE,B.Tech,8.27,0,88.8,283,4,0,84,66,77,1,C++,Placed,Product Based
20,Female,3,AI&DS,B.Tech,7.41,0,93.4,173,2,0,94,63,56,0,Python,Not Placed,Not Placed
20,Female,2,AI&DS,B.Tech,8.93,0,78.4,325,6,2,100,70,77,1,C++,Placed,Product Based
20,Female,1,IT,B.Tech,6.95,0,68.5,82,0,1,83,63,64,0,Python,Placed,Service Based
23,Male,3,IT,B.Tech,8.18,0,88.3,229,0,0,92,77,78,0,Java,Placed,Product Based
20,Male,1,IT,B.Tech,7.03,1,73.7,153,3,1,92,56,74,2,Python,Placed,Service Based
23,Female,3,IT,B.Tech,8.82,0,93.1,239,1,1,90,69,83,1,Python,Placed,Product Based
24,Male,3,AI&DS,B.Tech,7.96,0,73.6,213,0,0,92,75,52,4,Python,Placed,Service Based
23,Male,2,IT,B.Tech,7.4,0,77.6,153,4,0,95,86,67,2,C++,Placed,Product Based
23,Female,1,CSE,B.Tech,9.13,0,96,265,4,0,90,61,82,2,Java,Placed,Product Based
24,Female,3,IT,B.Tech,8.22,0,99.3,316,6,0,99,54,79,1,C++,Placed,Product Based
20,Male,2,IT,B.Tech,9.5,0,78.7,182,5,2,94,62,79,2,Python,Placed,Product Based
22,Female,2,AI&DS,B.Tech,7.65,0,71.6,133,0,0,90,72,86,0,Java,Placed,Service Based
20,Male,1,EEE,B.Tech,7.59,0,98.2,203,1,0,100,68,57,0,C++,Not Placed,Not Placed
24,Male,3,CSE,B.Tech,6.85,1,89.1,36,0,0,70,76,54,0,C++,Not Placed,Not Placed
20,Female,3,ECE,B.Tech,7.54,1,70.3,204,5,2,95,49,86,0,C++,Placed,Product Based
24,Male,2,CSE,B.Tech,6.83,0,82.6,112,1,0,82,70,45,0,Java,Placed,Service Based
21,Female,2,ECE,B.Tech,7.84,0,81.1,154,0,1,92,67,84,0,Python,Placed,Product Based
22,Female,1,CSE,B.Tech,8.15,0,86.6,163,0,2,86,62,64,2,Java,Placed,Product Based
20,Male,2,ECE,B.Tech,7.01,0,90.4,128,0,0,100,78,50,1,Python,Placed,Service Based
20,Female,2,MECH,B.Tech,7.99,1,79.2,206,0,1,91,83,82,2,Java,Placed,Service Based
21,Female,1,IT,B.Tech,8.86,1,77.9,303,3,2,99,64,81,3,Java,Placed,Product Based
22,Male,2,ECE,B.Tech,7.14,0,80.4,209,0,0,99,51,52,0,C++,Not Placed,Not Placed
23,Female,2,ECE,B.Tech,7.94,0,91.6,414,5,2,99,89,100,2,Java,Placed,Product Based
22,Male,1,EEE,B.Tech,7.74,1,75.3,113,2,1,90,70,49,0,Java,Not Placed,Not Placed
21,Female,2,AI&DS,B.Tech,8.81,1,89,252,0,2,100,67,75,1,Python,Placed,Product Based
21,Female,2,MECH,B.Tech,9.96,0,78.4,414,5,2,100,72,100,2,C++,Placed,Product Based
22,Male,3,IT,B.Tech,7.38,2,76.5,304,6,0,89,69,86,3,C++,Placed,Product Based
21,Female,2,IT,B.Tech,7.27,1,78.7,258,4,0,97,73,90,1,Java,Placed,Service Based
23,Female,2,MECH,B.Tech,7.21,1,73.6,163,2,1,86,59,56,0,Java,Not Placed,Not Placed
23,Female,1,AI&DS,B.Tech,8.55,0,72.9,409,6,1,100,71,100,3,Python,Placed,Product Based
20,Female,3,AI&DS,B.Tech,7.87,1,86.4,246,6,0,82,58,80,1,Python,Placed,Product Based
23,Female,1,MECH,B.Tech,7.08,0,80.3,233,0,0,92,77,68,2,Python,Placed,Product Based
24,Male,3,AI&DS,B.Tech,9.4,0,81.5,342,7,1,98,41,100,1,Java,Placed,Product Based
24,Male,3,MECH,B.Tech,5.5,1,77.8,181,1,0,87,55,74,1,C++,Placed,Service Based
22,Male,3,AI&DS,B.Tech,8.33,0,85.3,180,2,1,91,60,79,0,Python,Placed,Service Based
21,Male,3,MECH,B.Tech,8.48,0,83.7,139,2,3,80,59,54,0,Java,Placed,Product Based
24,Male,1,ECE,B.Tech,8.77,0,84,340,5,0,100,71,89,3,Java,Placed,Product Based
22,Female,3,EEE,B.Tech,8.19,0,76.7,220,3,1,100,56,75,0,Python,Placed,Product Based
23,Female,2,ECE,B.Tech,8.37,0,86.4,204,1,1,86,51,98,3,C++,Placed,Service Based
24,Female,1,EEE,B.Tech,6.69,0,83.2,35,0,1,71,77,42,1,C++,Placed,Service Based
24,Male,2,AI&DS,B.Tech,8.32,0,89.9,249,4,0,87,82,79,3,Python,Placed,Product Based
20,Male,1,MECH,B.Tech,7.24,1,85.7,92,5,0,86,43,89,0,Python,Not Placed,Not Placed
24,Female,3,EEE,B.Tech,8.71,0,84.9,199,4,1,88,73,67,1,Java,Placed,Product Based
24,Female,2,ECE,B.Tech,9.44,0,89.7,227,1,2,97,59,83,0,C++,Placed,Product Based
22,Female,3,EEE,B.Tech,7.18,0,73.4,34,0,0,92,69,58,0,Java,Not Placed,Not Placed
21,Female,1,CSE,B.Tech,7.97,0,69.5,204,0,0,87,68,70,0,Java,Placed,Product Based
24,Female,3,EEE,B.Tech,7.6,0,98.5,206,1,0,83,40,81,2,C++,Placed,Product Based
23,Male,1,AI&DS,B.Tech,6.94,0,100,261,1,0,97,69,80,0,Python,Placed,Product Based
21,Female,1,ECE,B.Tech,8.29,1,74.5,294,1,2,98,64,78,1,Python,Placed,Product Based
20,Male,3,MECH,B.Tech,7.67,0,79.6,255,4,0,93,45,94,3,Python,Placed,Product Based
21,Female,2,IT,B.Tech,8.37,0,80.2,182,0,0,97,61,66,2,C++,Placed,Service Based
22,Male,2,AI&DS,B.Tech,7.62,1,93,164,2,1,96,67,65,1,Python,Placed,Service Based
22,Male,2,MECH,B.Tech,9.37,0,81.3,430,9,2,97,56,100,1,Python,Placed,Product Based
21,Male,1,AI&DS,B.Tech,8.25,0,83.1,197,4,0,98,78,68,1,C++,Placed,Service Based
24,Female,2,CSE,B.Tech,9.25,0,77.7,209,1,2,90,60,61,0,Python,Placed,Service Based
24,Male,3,AI&DS,B.Tech,8.61,1,75.5,239,3,2,89,49,73,3,Java,Placed,Product Based
23,Male,2,AI&DS,B.Tech,8.95,0,91.6,338,8,2,100,59,86,2,C++,Placed,Product Based
20,Male,2,ECE,B.Tech,5.71,0,63.3,177,2,0,94,86,53,1,Python,Placed,Service Based
23,Male,2,EEE,B.Tech,7.53,0,86,66,0,0,63,62,72,0,C++,Placed,Service Based
21,Male,3,CSE,B.Tech,7.6,0,81.4,149,0,0,95,64,78,1,Java,Placed,Product Based
24,Female,3,MECH,B.Tech,7.69,0,95.9,231,3,1,96,60,93,3,Python,Placed,Product Based
24,Male,3,CSE,B.Tech,7.33,1,75,195,2,1,82,53,64,2,Python,Placed,Service Based
20,Female,1,IT,B.Tech,7.46,0,69.8,163,0,0,93,63,66,1,C++,Placed,Service Based
22,Male,2,CSE,B.Tech,10,0,79.1,361,5,1,97,75,97,1,C++,Placed,Product Based
20,Male,3,ECE,B.Tech,7.66,0,82.5,220,1,0,92,60,78,0,C++,Placed,Service Based
20,Female,2,CSE,B.Tech,9.14,0,77,312,0,2,100,54,80,1,Python,Placed,Product Based
21,Female,3,AI&DS,B.Tech,7.59,0,85,261,3,1,86,81,60,3,C++,Placed,Product Based
21,Male,1,AI&DS,B.Tech,7.31,0,76,148,2,0,90,74,71,0,C++,Placed,Service Based
21,Female,3,ECE,B.Tech,9.14,1,68.9,352,6,1,100,70,94,1,Java,Placed,Product Based
20,Female,3,IT,B.Tech,7.16,0,65.4,133,1,0,87,51,55,1,C++,Placed,Service Based
23,Male,1,AI&DS,B.Tech,6.83,1,67.6,104,0,0,99,77,52,0,Python,Placed,Service Based
20,Female,2,ECE,B.Tech,6.35,1,82.9,141,4,0,82,64,54,2,Java,Not Placed,Not Placed
23,Female,1,IT,B.Tech,8.39,0,88.4,244,2,0,91,78,77,0,C++,Placed,Product Based
22,Male,1,ECE,B.Tech,7.49,0,79.1,176,1,0,89,78,76,3,C++,Placed,Service Based
23,Male,3,EEE,B.Tech,6.91,0,80.5,154,4,0,91,86,53,2,C++,Placed,Product Based
20,Female,2,ECE,B.Tech,5.84,1,83.2,92,0,0,79,55,74,0,Python,Not Placed,Not Placed
23,Female,3,EEE,B.Tech,6.59,0,92.8,190,1,0,90,88,80,0,C++,Placed,Service Based
22,Female,2,CSE,B.Tech,8.17,0,79.2,312,6,1,99,74,56,2,Java,Placed,Product Based
24,Female,1,CSE,B.Tech,5.89,1,83.6,112,1,0,76,74,67,1,Java,Not Placed,Not Placed
22,Male,2,CSE,B.Tech,8.01,1,82.7,242,1,1,88,58,63,0,Java,Placed,Service Based
20,Female,1,MECH,B.Tech,6.79,0,82.9,100,0,0,84,67,61,0,C++,Placed,Service Based
22,Male,2,IT,B.Tech,7.75,0,86.3,148,0,1,91,57,65,1,Java,Placed,Service Based
22,Female,1,ECE,B.Tech,7.85,0,74.9,203,0,1,100,56,54,0,C++,Placed,Product Based
20,Female,3,MECH,B.Tech,9.39,0,80.5,353,2,3,92,66,77,3,Python,Placed,Product Based
20,Male,1,EEE,B.Tech,7.51,0,75.6,180,2,0,86,92,57,0,Java,Placed,Service Based
23,Female,1,ECE,B.Tech,8.18,0,84.8,177,2,2,76,72,86,0,C++,Placed,Product Based
20,Female,3,IT,B.Tech,8.17,0,70.2,229,3,1,95,96,67,1,Java,Placed,Product Based
21,Male,3,AI&DS,B.Tech,8.85,0,89.7,272,1,2,100,70,82,3,Python,Placed,Product Based
21,Female,1,EEE,B.Tech,8.37,0,85.1,281,4,1,89,58,97,1,Python,Placed,Product Based
21,Male,2,IT,B.Tech,8.55,0,84.8,282,5,2,93,72,73,0,C++,Placed,Product Based
21,Male,3,IT,B.Tech,8.36,1,81.3,108,0,1,92,74,72,1,Java,Placed,Service Based
24,Male,3,CSE,B.Tech,5.99,0,79.9,132,0,0,87,59,64,0,C++,Not Placed,Not Placed
21,Female,3,EEE,B.Tech,9.21,3,88,297,2,1,100,63,91,2,C++,Placed,Product Based
23,Female,2,ECE,B.Tech,6.32,1,88.6,0,0,0,90,72,35,1,C++,Not Placed,Not Placed
20,Female,3,IT,B.Tech,8.16,0,79.3,186,1,3,81,50,82,1,C++,Placed,Product Based
20,Male,3,IT,B.Tech,8.28,0,77,266,5,2,100,53,81,0,Java,Placed,Product Based
24,Female,3,EEE,B.Tech,7,1,82.6,172,1,2,77,95,63,1,Java,Placed,Product Based
24,Male,1,MECH,B.Tech,7.08,0,72.5,69,0,0,92,52,56,0,Python,Placed,Service Based
22,Male,3,ECE,B.Tech,9.19,0,80.6,195,2,3,100,57,84,2,Python,Placed,Product Based
23,Male,2,EEE,B.Tech,7.9,0,77.1,158,1,1,93,62,76,1,Python,Placed,Service Based
22,Female,2,ECE,B.Tech,7.93,0,70.2,103,0,0,87,65,46,1,Python,Placed,Service Based
22,Male,2,EEE,B.Tech,8.36,1,85.4,156,0,0,89,74,56,1,Java,Placed,Product Based
20,Male,2,MECH,B.Tech,8.5,0,79.5,202,3,1,87,62,91,0,Python,Placed,Product Based
20,Female,1,MECH,B.Tech,8.75,0,96,325,4,2,90,77,89,1,Java,Placed,Product Based
22,Female,1,CSE,B.Tech,8.58,0,79.6,142,0,1,84,83,46,1,C++,Placed,Service Based
21,Female,3,EEE,B.Tech,7.66,1,84.9,72,6,1,92,75,79,0,Python,Placed,Service Based
24,Male,2,CSE,B.Tech,8.09,0,90.3,196,2,1,100,78,90,1,C++,Placed,Product Based
23,Male,1,MECH,B.Tech,6.8,1,79.7,72,4,1,94,63,71,1,Java,Placed,Service Based
23,Male,2,CSE,B.Tech,7.27,0,88.4,225,1,0,73,70,56,1,C++,Placed,Product Based
24,Male,2,AI&DS,B.Tech,7.91,0,75.4,225,1,2,96,65,83,0,C++,Placed,Product Based
24,Male,3,CSE,B.Tech,8.14,0,80.8,124,0,0,88,72,61,0,C++,Not Placed,Not Placed
20,Female,3,MECH,B.Tech,7.82,0,75.5,89,3,0,88,76,64,1,C++,Placed,Product Based
22,Female,2,EEE,B.Tech,8.06,0,94.6,174,1,1,100,66,35,1,Java,Placed,Service Based
22,Female,1,CSE,B.Tech,8.31,0,81.3,277,6,0,100,74,88,3,C++,Placed,Product Based
21,Male,3,MECH,B.Tech,8.18,0,72.8,306,1,2,97,75,100,2,Java,Placed,Product Based
21,Male,3,CSE,B.Tech,8.05,1,87.5,252,2,1,88,66,82,0,Python,Placed,Product Based
20,Male,2,AI&DS,B.Tech,9.72,0,75.6,274,4,2,100,67,100,1,Java,Placed,Product Based
21,Male,1,AI&DS,B.Tech,7.22,1,88.9,96,3,1,83,56,58,1,Java,Placed,Service Based
24,Male,3,AI&DS,B.Tech,7.59,0,93.5,187,3,0,96,60,74,3,Python,Placed,Service Based
22,Female,2,AI&DS,B.Tech,7.26,0,88.1,144,0,0,87,63,65,0,Python,Placed,Service Based
20,Male,3,CSE,B.Tech,7.45,0,82.3,247,5,0,93,55,78,2,C++,Not Placed,Not Placed
21,Female,2,MECH,B.Tech,7.49,0,82.6,106,0,1,85,82,68,0,Python,Placed,Service Based
24,Female,1,AI&DS,B.Tech,6.76,1,79.4,48,1,0,88,69,69,0,C++,Placed,Service Based
21,Male,1,EEE,B.Tech,7.59,0,76.1,79,2,0,85,64,52,0,Python,Placed,Service Based
20,Male,3,EEE,B.Tech,8,1,60,266,4,0,90,64,95,0,Java,Placed,Service Based
23,Female,2,ECE,B.Tech,7.25,1,77.5,249,0,0,92,65,80,2,Python,Not Placed,Not Placed
21,Male,3,CSE,B.Tech,7.02,0,71,219,0,0,100,71,94,0,Python,Placed,Service Based
20,Male,1,MECH,B.Tech,7.45,0,89.3,204,4,0,83,72,45,2,C++,Placed,Service Based
23,Female,1,CSE,B.Tech,7.74,0,88,149,2,2,93,45,60,1,Python,Placed,Product Based
21,Female,1,AI&DS,B.Tech,9.12,0,87.5,381,3,2,100,71,66,0,Java,Placed,Product Based
24,Male,3,EEE,B.Tech,8.48,0,73.7,190,0,1,93,72,90,0,C++,Placed,Product Based
24,Male,1,AI&DS,B.Tech,6.72,1,81.9,175,0,1,92,56,77,0,Python,Placed,Service Based
22,Male,1,MECH,B.Tech,7.96,0,77.9,230,4,0,94,54,60,1,C++,Placed,Product Based
20,Female,3,AI&DS,B.Tech,8.38,0,66,185,1,1,96,45,96,1,Java,Placed,Product Based
21,Female,2,IT,B.Tech,5.99,0,71.6,0,0,0,87,47,66,0,C++,Placed,Service Based
23,Female,2,CSE,B.Tech,7.39,0,78.2,233,3,1,93,68,93,2,Python,Placed,Product Based
24,Female,1,EEE,B.Tech,8.58,0,73.2,272,5,0,86,56,91,3,C++,Placed,Product Based
22,Male,2,ECE,B.Tech,7.61,0,89.6,148,0,1,96,61,77,1,C++,Placed,Product Based
22,Male,2,IT,B.Tech,8.68,0,86.8,319,5,0,100,70,100,1,C++,Placed,Product Based
20,Female,2,EEE,B.Tech,8.47,0,75.8,280,3,1,85,54,51,0,Java,Placed,Product Based
21,Male,1,AI&DS,B.Tech,8.49,0,89.6,240,0,1,83,52,92,2,C++,Placed,Product Based
21,Male,1,EEE,B.Tech,8.73,0,79.7,336,5,2,97,40,97,0,Java,Placed,Product Based
23,Female,2,AI&DS,B.Tech,7.08,0,98,70,0,0,94,50,51,0,Java,Placed,Service Based
24,Female,2,ECE,B.Tech,8.98,0,90.1,393,5,0,97,56,97,3,C++,Placed,Product Based
23,Male,2,MECH,B.Tech,7.63,0,68.8,329,2,0,100,59,91,2,C++,Placed,Product Based
20,Male,2,EEE,B.Tech,7.59,0,80.8,196,0,1,74,79,74,0,Python,Placed,Service Based
23,Male,3,ECE,B.Tech,8.63,0,79,267,2,2,100,80,78,2,C++,Placed,Service Based
24,Female,2,EEE,B.Tech,8.08,1,81.6,58,0,0,86,71,37,0,C++,Placed,Service Based
23,Female,2,IT,B.Tech,7.72,0,79.3,134,1,1,99,58,55,2,Java,Placed,Product Based
20,Male,3,CSE,B.Tech,8.47,1,83.5,270,4,1,96,86,91,3,Java,Placed,Product Based
21,Female,2,ECE,B.Tech,7.83,0,81.1,265,2,0,100,63,100,2,Java,Placed,Product Based
21,Female,2,CSE,B.Tech,6.52,0,86.5,44,1,0,80,88,35,1,Python,Placed,Service Based
20,Male,3,ECE,B.Tech,8.23,2,94.6,159,1,1,91,72,53,2,Python,Placed,Product Based
21,Female,3,CSE,B.Tech,9.25,0,85.2,311,9,2,93,59,100,0,Python,Placed,Product Based
22,Male,3,ECE,B.Tech,6.47,1,81.9,97,1,0,82,52,54,1,Python,Placed,Service Based
24,Female,3,ECE,B.Tech,7.56,0,96.2,229,1,0,94,52,63,0,C++,Not Placed,Not Placed
23,Male,2,CSE,B.Tech,7.75,0,88,147,3,0,95,54,81,0,Java,Placed,Product Based
24,Female,3,AI&DS,B.Tech,9.09,1,86.1,269,6,3,98,96,82,0,Java,Placed,Product Based
20,Female,3,EEE,B.Tech,7.85,1,78.2,193,0,2,99,60,52,0,C++,Placed,Service Based
24,Female,3,EEE,B.Tech,8.67,1,86,242,0,1,97,49,80,1,Java,Placed,Product Based
20,Female,3,CSE,B.Tech,8.36,0,86.1,347,6,2,100,66,96,3,Python,Placed,Product Based
21,Male,2,CSE,B.Tech,7.48,0,88.4,116,3,0,87,43,59,0,Java,Not Placed,Not Placed
21,Female,1,IT,B.Tech,7.77,0,86,208,0,1,85,60,88,0,Python,Placed,Product Based
23,Male,2,IT,B.Tech,9.12,0,76.9,385,3,1,96,44,100,0,Python,Placed,Product Based
21,Female,1,IT,B.Tech,7.49,0,75.3,128,3,0,98,66,63,1,C++,Placed,Product Based
24,Male,2,IT,B.Tech,9.28,1,92.4,253,0,2,89,62,82,0,Python,Placed,Service Based
23,Male,2,IT,B.Tech,7.87,0,75.8,309,3,1,100,82,78,0,C++,Placed,Product Based
22,Female,3,CSE,B.Tech,8,0,87,185,4,1,96,40,66,2,C++,Placed,Product Based
24,Female,2,CSE,B.Tech,9.11,0,74.5,264,0,1,99,80,86,2,Java,Placed,Product Based
24,Male,1,MECH,B.Tech,8.43,0,73,216,3,1,98,45,77,1,Python,Placed,Product Based
22,Male,3,MECH,B.Tech,8.16,0,81.9,194,0,1,83,68,79,0,Python,Placed,Service Based
20,Male,1,AI&DS,B.Tech,7.97,0,71.2,197,3,0,86,46,68,0,Java,Placed,Product Based
23,Male,2,EEE,B.Tech,7.35,0,75.8,71,0,2,73,81,54,2,C++,Placed,Service Based
23,Female,2,MECH,B.Tech,9.48,0,80.4,341,0,1,100,65,70,2,Python,Placed,Product Based
24,Male,3,MECH,B.Tech,8.2,0,71.8,317,9,0,91,74,100,1,C++,Placed,Product Based
21,Male,2,CSE,B.Tech,8.72,0,76.3,200,0,2,100,55,35,2,Python,Placed,Product Based
20,Female,3,MECH,B.Tech,9.35,0,78.3,239,4,3,100,77,76,1,Python,Placed,Product Based
23,Male,2,AI&DS,B.Tech,7.29,1,78.8,99,2,2,100,78,36,0,Java,Placed,Service Based
23,Male,2,CSE,B.Tech,8.49,0,84.9,321,4,0,100,55,91,4,Java,Placed,Product Based
23,Male,3,MECH,B.Tech,7.31,0,79.2,173,3,2,91,71,70,1,Java,Placed,Product Based
21,Female,2,IT,B.Tech,6.64,1,91.7,137,0,0,87,91,45,1,C++,Placed,Service Based
21,Male,1,EEE,B.Tech,7.95,0,83.4,204,2,1,90,68,100,2,Java,Placed,Service Based
24,Female,2,AI&DS,B.Tech,8.37,1,81,281,3,0,87,59,79,1,C++,Placed,Product Based
23,Female,3,ECE,B.Tech,8.3,1,82.7,275,0,1,85,62,79,0,C++,Placed,Product Based
20,Female,1,AI&DS,B.Tech,8.08,0,81.1,138,4,1,74,67,43,0,Python,Placed,Service Based
20,Female,2,AI&DS,B.Tech,9.57,0,84.6,282,2,2,100,52,76,3,Python,Placed,Product Based
23,Male,1,AI&DS,B.Tech,8.1,1,68.9,128,5,2,99,80,61,3,C++,Placed,Product Based
23,Female,2,AI&DS,B.Tech,8.39,0,94.2,235,1,1,100,58,75,0,C++,Placed,Service Based
21,Female,1,IT,B.Tech,6.82,1,88.8,216,3,0,80,50,83,0,Python,Not Placed,Not Placed
20,Male,2,IT,B.Tech,7.12,0,77.5,94,2,0,77,58,54,0,Java,Not Placed,Not Placed
21,Female,3,CSE,B.Tech,9.09,0,73.5,172,1,2,87,54,51,0,Java,Placed,Product Based
24,Female,1,IT,B.Tech,7.31,1,75.7,89,0,0,76,59,55,0,C++,Not Placed,Not Placed
23,Female,3,ECE,B.Tech,9.19,0,72.2,354,6,2,92,55,100,4,Python,Placed,Product Based
21,Male,1,IT,B.Tech,7.19,1,93.2,195,0,0,80,81,62,0,Java,Not Placed,Not Placed
24,Male,2,AI&DS,B.Tech,8.28,0,74.6,341,5,1,90,71,99,1,C++,Placed,Product Based
20,Male,1,ECE,B.Tech,6.86,1,74.4,146,1,0,86,59,63,2,C++,Not Placed,Not Placed
24,Male,2,CSE,B.Tech,8.59,0,83.6,174,3,2,92,74,78,0,Java,Placed,Product Based
21,Male,2,MECH,B.Tech,7.74,0,84.9,264,4,1,94,55,67,0,Python,Placed,Service Based
24,Female,2,MECH,B.Tech,7.61,2,81.3,186,0,2,88,87,76,0,Java,Placed,Service Based
23,Male,1,EEE,B.Tech,7.99,0,71.2,263,2,1,100,65,61,0,C++,Placed,Product Based
21,Male,2,IT,B.Tech,8.82,0,84.4,314,3,1,93,54,84,1,C++,Placed,Product Based
24,Male,1,MECH,B.Tech,7.87,0,86.7,240,3,1,97,67,93,2,Java,Placed,Service Based
21,Male,2,AI&DS,B.Tech,7.41,0,76.5,29,0,1,100,72,59,0,Java,Placed,Product Based
24,Male,2,IT,B.Tech,6.91,0,91.3,146,1,0,86,65,48,0,Java,Placed,Service Based
